,origin_airport,total_fuel_burn,total_contrail_energy_forcing,total_co2,total_co2_forcing_20,total_co2_forcing_100,gwp20,gwp100,contrail_co2_eq_20,contrail_co2_eq_100,contrail_impact_category,id,name,city,country,iata,lat,lon,altitude,tz_offset,dst,tz,type,source
327,ESGR,1405.4792739201607,0.0,4452.55833977907,1711864752874.821,6303100345313.149,0.0,0.0,0.0,0.0,Low contrail climate impact,692.0,Skövde Airport,Skovde,Sweden,KVB,58.45640182495117,13.972700119018556,324.0,1,E,Europe/Stockholm,airport,OurAirports
328,ESGT,130930.54241718617,0.0,414787.9583776458,159472561992041.78,587179307753124.5,0.0,0.0,0.0,0.0,Low contrail climate impact,693.0,Trollhättan-Vänersborg Airport,Trollhattan,Sweden,THN,58.31809997558594,12.345000267028809,137.0,1,E,Europe/Stockholm,airport,OurAirports
329,ESIB,1193.1417093800862,300582050125.00055,3779.8729353161134,1453238959387.6064,5350838009460.644,0.08687109593160063,0.023593399917786986,1.6418085218655347e-07,4.4590026900666226e-08,Low contrail climate impact,695.0,Såtenäs Air Base,Satenas,Sweden,\N,58.42639923095703,12.714400291442873,181.0,1,E,Europe/Stockholm,airport,OurAirports
330,ESKK,505.4852766083026,0.0,1601.3773562951028,615677829036.4799,2266930918628.043,0.0,0.0,0.0,0.0,Low contrail climate impact,697.0,Karlskoga Airport,Karlskoga,Sweden,KSK,59.34590148925781,14.49590015411377,400.0,1,E,Europe/Stockholm,airport,OurAirports
331,ESKM,19464.60026941895,1350948767611.0156,61663.85365351923,23707758448175.348,87292164997465.72,0.023933029503272,0.00649999324009319,7.379014143875613e-07,2.004073159529854e-07,Low contrail climate impact,698.0,Mora Airport,Mora,Sweden,MXX,60.957901,14.5114,634.0,1,E,Europe/Stockholm,airport,OurAirports
332,ESKN,32118222.43414119,3.451595571006987e+17,101750528.67135929,3.911978919236837e+16,1.44039391168553e+17,3.7057207355957362,1.0064400634174784,0.1885295219776423,0.0512029042643824,Very high contrail climate impact,699.0,Stockholm Skavsta Airport,Stockholm,Sweden,NYO,58.78860092163086,16.912200927734375,140.0,1,E,Europe/Stockholm,airport,OurAirports
333,ESKX,180621.75994030916,9061509399937688.0,572209.7354908994,219996146639439.47,810027652898354.6,17.299548224412142,4.6984000291301165,0.004949484956801465,0.001344235118949489,Very high contrail climate impact,11797.0,Björkvik Air Base,Björkvik,Sweden,\N,58.79079818725586,16.571199417114258,0.0,\N,\N,\N,airport,OurAirports
334,ESMK,280709.07898211596,202097472118544.44,889286.3622153434,341901860125712.4,1258885510086305.0,0.2482611187274008,0.06742546292710089,0.00011038761357630086,2.9980272323563525e-05,Low contrail climate impact,703.0,Kristianstad Airport,Kristianstad,Sweden,KID,55.92169952392578,14.08549976348877,76.0,1,E,Europe/Stockholm,airport,OurAirports
335,ESMQ,2601417.2760648453,5318628162628920.0,8241289.93057343,3168509578938129.5,1.1666478784374704e+16,0.705007756060745,0.19147369738467956,0.002905086660499793,0.0007889951271130119,Low contrail climate impact,707.0,Kalmar Airport,Kalkmar,Sweden,KLR,56.68550109863281,16.287599563598633,17.0,1,E,Europe/Stockholm,airport,OurAirports
336,ESMS,25383091.767370187,1.641985282116919e+17,80413634.71902876,3.091644318194081e+16,1.1383460251091178e+17,2.2306376397526257,0.6058209044328153,0.08968684017679206,0.024358130457106022,Average contrail climate impact,708.0,Malmö Sturup Airport,Malmoe,Sweden,MMX,55.536305364,13.3761978149,236.0,1,E,Europe/Stockholm,airport,OurAirports
337,ESMT,822579.3609244555,875680316203352.4,2605931.415408675,1001896392595869.8,3688990901608223.5,0.3670895868309209,0.09969819460521602,0.00047830514329604375,0.00012990332869063006,Low contrail climate impact,709.0,Halmstad Airport,Halmstad,Sweden,HAD,56.69110107421875,12.820199966430664,101.0,1,E,Europe/Stockholm,airport,OurAirports
338,ESMX,4377882.436494203,2.1805617049083424e+16,13869131.558813637,5332232765240970.0,1.963332566281194e+16,1.7175467695850222,0.46647008855775035,0.011910441052895022,0.0032347675132294437,Average contrail climate impact,711.0,Växjö Kronoberg Airport,Vaxjo,Sweden,VXO,56.92910003662109,14.727999687194824,610.0,1,E,Europe/Stockholm,airport,OurAirports
339,ESND,15564.327644527963,0.0,49307.78997786459,18957251374150.21,69800758197707.89,0.0,0.0,0.0,0.0,Low contrail climate impact,714.0,Sveg Airport,Sveg,Sweden,EVG,62.04779815673828,14.422900199890137,1178.0,1,E,Europe/Stockholm,airport,OurAirports
340,ESNG,27381.168299303317,121865822347047.55,86743.54117219291,33350087599209.527,122795301620520.44,1.534737959338168,0.41682087759297964,6.656430268218885e-05,1.8078259478458104e-05,Average contrail climate impact,715.0,Gällivare Airport,Gallivare,Sweden,GEV,67.13240051269531,20.814599990844727,1027.0,1,E,Europe/Stockholm,airport,OurAirports
341,ESNK,44723.50590126303,0.0,141684.0666952013,54472943712516.336,200569834590018.3,0.0,0.0,0.0,0.0,Low contrail climate impact,718.0,Kramfors Sollefteå Airport,Kramfors,Sweden,KRF,63.04859924316406,17.76889991760254,34.0,1,E,Europe/Stockholm,airport,OurAirports
342,ESNL,125787.25456546368,1931407299622.5574,398494.022463389,153208070333836.7,564113397045089.1,0.005294701931000817,0.0014379929108059035,1.0549535351145942e-06,2.865157896504409e-07,Low contrail climate impact,719.0,Lycksele Airport,Lycksele,Sweden,LYC,64.54830169677734,18.71619987487793,705.0,1,E,Europe/Stockholm,airport,OurAirports
343,ESNN,1715510.5425385619,6717830379610916.0,5434737.398762165,2089480852155026.8,7693485982830224.0,1.3503300384526555,0.3667373627161189,0.0036693445803252993,0.0009965606303383482,Average contrail climate impact,721.0,Sundsvall-Härnösand Airport,Sundsvall,Sweden,SDL,62.528099060058594,17.443899154663086,16.0,1,E,Europe/Stockholm,airport,OurAirports
344,ESNO,765353.3141614924,1804120343908196.2,2424639.299263608,932195434198494.1,3432351389517468.0,0.8128451574030102,0.2207613552492266,0.000985428156427726,0.00026763332884798463,Low contrail climate impact,722.0,Örnsköldsvik Airport,Ornskoldsvik,Sweden,OER,63.40829849243164,18.989999771118164,354.0,1,E,Europe/Stockholm,airport,OurAirports
345,ESNQ,3164683.601129011,1.3318252976145962e+16,10025717.648376707,3854564354878888.5,1.4192538210432728e+16,1.4511798831173124,0.39412726371027,0.007274559882569243,0.0019757043317432375,Average contrail climate impact,724.0,Kiruna Airport,Kiruna,Sweden,KRN,67.821998596191,20.336799621582,1508.0,1,E,Europe/Stockholm,airport,OurAirports
346,ESNS,3543942.9983205474,1.9322339153346492e+16,11227211.418679494,4316499871322245.5,1.5893388647546344e+16,1.8800840232434881,0.5106137290399928,0.010554050406918087,0.002866384144606162,Average contrail climate impact,726.0,Skellefteå Airport,Skelleftea,Sweden,SFT,64.62480163574219,21.07690048217773,157.0,1,E,Europe/Stockholm,airport,OurAirports
347,ESNU,9151031.162821215,6.083912836699125e+16,28990466.72381761,1.1145897339630642e+16,4.103928727562747e+16,2.2925416532665723,0.622633471739444,0.03323092625599519,0.009025217471798692,High contrail climate impact,728.0,Umeå Airport,Umea,Sweden,UME,63.791801452637,20.282800674438,24.0,1,E,Europe/Stockholm,airport,OurAirports
348,ESNX,1128557.591884924,2.005822973128997e+16,3575270.45109144,1374575917970337.8,5061200032694131.0,6.128767699918034,1.6645175912277386,0.010956001029560299,0.002975550279619217,Very high contrail climate impact,730.0,Arvidsjaur Airport,Arvidsjaur,Sweden,AJR,65.59030151367188,19.28190040588379,1245.0,1,E,Europe/Stockholm,airport,OurAirports
349,ESNY,924.596820473514,0.0,2929.1227272600922,1126153004856.5117,4146504787756.194,0.0,0.0,0.0,0.0,Low contrail climate impact,8682.0,Söderhamn Airport,Soderhamn,Sweden,SOO,61.26150131225586,17.09910011291504,88.0,1,E,Europe/Stockholm,airport,OurAirports
350,ESNZ,1382924.3782499295,1.3272620606676066e+16,4381104.430295777,1684393034423261.0,6201949248085648.0,3.309501132384263,0.8988304211816349,0.007249635036578792,0.00196893497016174,Very high contrail climate impact,5593.0,Åre Östersund Airport,Östersund,Sweden,OSD,63.194400787354,14.50030040741,1233.0,1,E,Europe/Stockholm,airport,OurAirports
351,ESOE,4315523.236958395,3.298387402482957e+16,13671577.614684194,5256279659646541.0,1.9353665692422412e+16,2.6355574641095063,0.7157934476388319,0.018016114214266684,0.004893012837738339,High contrail climate impact,731.0,Örebro Airport,Orebro,Sweden,ORB,59.22370147705078,15.038000106811523,188.0,1,E,Europe/Stockholm,airport,OurAirports
352,ESOH,14437.516417796378,0.0,45738.052011578926,17584802517750.346,64747390023515.92,0.0,0.0,0.0,0.0,Low contrail climate impact,5594.0,Hagfors Airport,Hagfors,Sweden,HFS,60.02009963989258,13.578900337219238,474.0,1,E,Europe/Stockholm,airport,OurAirports
353,ESOK,1053014.6981686603,2.2439146134658856e+16,3335950.563798316,1282565157311915.8,4722415641985297.0,7.348118980800229,1.9956823141036983,0.012256480828428814,0.00332874877044828,Very high contrail climate impact,5595.0,Karlstad Airport,Karlstad,Sweden,KSD,59.4446983337,13.3374004364,352.0,1,E,Europe/Stockholm,airport,OurAirports
354,ESOW,2298276.049515274,3.050551445600051e+16,7280938.524864388,2799285506763778.5,1.0306992660887554e+16,4.576995108416927,1.2430702623995973,0.016662410006494332,0.004525359081309255,Very high contrail climate impact,733.0,Stockholm Västerås Airport,Vasteras,Sweden,VST,59.58940124511719,16.63360023498535,21.0,1,E,Europe/Stockholm,airport,OurAirports
355,ESPA,12865667.354645725,7.786200907439746e+16,40758434.17951766,1.5670300427270024e+16,5.7698177305429384e+16,2.0868804630150963,0.5667777621143273,0.042528989996161067,0.011550487055775563,Average contrail climate impact,734.0,Luleå Airport,Lulea,Sweden,LLA,65.543800354004,22.121999740601,65.0,1,E,Europe/Stockholm,airport,OurAirports
356,ESSA,632451077.2194341,4.153160575402863e+18,2003605012.6311674,7.703213609047948e+17,2.8363296970553114e+18,2.264415256017789,0.6149945979411949,2.268496878817865,0.6161031295880338,High contrail climate impact,737.0,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,59.651901245117,17.918600082397,137.0,1,E,Europe/Stockholm,airport,OurAirports
357,ESSB,21704269.279847264,6.560079390472373e+16,68759125.07855614,2.6435660956737036e+16,9.73363248616259e+16,1.042241141050886,0.28306321898995657,0.03583179448976747,0.009731589639834575,Low contrail climate impact,738.0,Stockholm-Bromma Airport,Stockholm,Sweden,BMA,59.354400634765625,17.941699981689453,47.0,1,E,Europe/Stockholm,airport,OurAirports
358,ESSD,274620.017941505,5890651761759981.0,869996.2168386879,334485422781566.06,1231578125722921.0,7.396656390478555,2.008864633323153,0.003217531538486024,0.0008738523155660906,Very high contrail climate impact,739.0,Borlange Airport,Borlange,Sweden,BLE,60.422000885009766,15.515199661254885,503.0,1,E,Europe/Stockholm,airport,OurAirports
359,ESSK,246.46245625284035,0.0,780.7930614089983,300189693007.2815,1105300961700.451,0.0,0.0,0.0,0.0,Low contrail climate impact,741.0,Gävle Sandviken Airport,Gavle,Sweden,GVX,60.593299865722656,16.951400756835938,224.0,1,E,Europe/Stockholm,airport,OurAirports
360,ESSL,2364767.9553283644,6591851658569014.0,7491584.882480259,2880272222131996.5,1.0605186424586432e+16,0.9612208441012101,0.2610588428865786,0.0036005337721967696,0.0009778722404034407,Low contrail climate impact,742.0,Linköping City Airport,Linkoeping,Sweden,LPI,58.4062004089,15.6805000305,172.0,1,E,Europe/Stockholm,airport,OurAirports
361,ESSN,601.4422735034691,0.0,1905.3691224589902,732552836604.813,2697265674528.182,0.0,0.0,0.0,0.0,Low contrail climate impact,,,,,,,,,,,,,
362,ESSP,2724167.3900866597,1.4929843366544396e+16,8630162.291794538,3318018431544124.0,1.2216971630790082e+16,1.8898430925926153,0.5132642035564033,0.008154826297550582,0.0022147766876302144,Average contrail climate impact,743.0,Norrköping Airport,Norrkoeping,Sweden,NRK,58.58629989624024,16.250600814819336,32.0,1,E,Europe/Stockholm,airport,OurAirports
363,ESST,3672.1622734159146,0.0,11633.410082181617,4472670127083.262,16468408836122.47,0.0,0.0,0.0,0.0,Low contrail climate impact,5596.0,Torsby Airport,Torsby,Sweden,TYF,60.1576004028,12.991299629199998,393.0,1,E,Europe/Stockholm,airport,OurAirports
364,ESSU,18924.842467937997,15409642176906.5,59953.90093842758,23050336903375.723,84871533368077.98,0.28077896394446616,0.07625701407128115,8.416897094960426e-06,2.285952733744934e-06,Low contrail climate impact,745.0,Eskilstuna Airport,Eskilstuna,Sweden,EKT,59.35110092163086,16.70840072631836,139.0,1,E,Europe/Stockholm,airport,OurAirports
365,ESSV,2059774.1793021166,461311301286123.9,6525364.600029105,2508791756561510.0,9237392241732756.0,0.07722870821519366,0.020974615072081006,0.0002519727393467008,6.843350534529716e-05,Low contrail climate impact,746.0,Visby Airport,Visby,Sweden,VBY,57.662799835205,18.346200942993,164.0,1,E,Europe/Stockholm,airport,OurAirports
366,ESTA,2822948.5044142394,1.2560012711572898e+16,8943100.86198431,3438333196055328.0,1.2659971600538446e+16,1.5342333154077867,0.41668382088916023,0.006860401642754212,0.0018632227188843825,Average contrail climate impact,5597.0,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH,56.29610061645508,12.847100257873535,68.0,1,E,Europe/Stockholm,airport,OurAirports
367,ESUP,56371.70650111094,957315880772060.4,178585.56619551947,68660377430893.38,252808084264377.3,5.8559635843678715,1.5904264734817288,0.00052289528616734,0.00014201360612953895,Very high contrail climate impact,6737.0,Pajala Airport,Pajala,Sweden,PJA,67.24559783935547,23.06889915466309,542.0,1,E,Europe/Stockholm,airport,OurAirports
368,ETAD,545496.1169704146,-319954842748073.9,1728131.6985622738,664410776309163.5,2446366038293154.5,-0.20225595180843495,-0.05493087782069994,-0.00017476246077152005,-4.7463895595901466e-05,Low contrail climate impact,750.0,Spangdahlem Air Base,Spangdahlem,Germany,SPM,49.9726982117,6.69250011444,1197.0,1,E,Europe/Berlin,airport,OurAirports
369,ETAR,49981228.081207916,2.9565389506254106e+17,158340530.5612667,6.087681564949027e+16,2.2414894465084285e+17,2.0397689104046783,0.5539826927121797,0.1614890457479268,0.043858956742902855,Average contrail climate impact,751.0,Ramstein Air Base,Ramstein,Germany,RMS,49.4369010925293,7.600279808044434,776.0,1,E,Europe/Berlin,airport,OurAirports
370,ETHB,39474.134897829485,55308075339452.66,125054.0593563238,48079243455039.98,177028176738222.5,0.4831480275743619,0.13121861203440058,3.0209811059087514e-05,8.20471004900218e-06,Low contrail climate impact,754.0,Bückeburg Air Base,Brueckeburg,Germany,\N,52.2785,9.08217,230.0,1,E,Europe/Berlin,airport,OurAirports
371,ETHF,37548.48424793272,-3565896133721.9688,118953.59809745086,45733813298169.5,168392283273594.8,-0.032747682035584195,-0.008893972734664343,-1.9477273037419967e-06,-5.289850290844741e-07,Low contrail climate impact,757.0,Fritzlar Airport,Fritzlar,Germany,FRZ,51.1146,9.286,1345.0,1,E,Europe/Berlin,airport,OurAirports
372,ETHL,812.6367818650489,0.0,2574.433324948475,989786394988.437,3644401789078.764,0.0,0.0,0.0,0.0,Low contrail climate impact,758.0,Laupheim Air Base,Laupheim,Germany,\N,48.220299,9.91002,1766.0,1,E,Europe/Berlin,airport,OurAirports
373,ETHN,10473.538318217843,-496081334.81565976,33180.16939211413,12756702583619.488,46970285663536.195,-1.6332916696679803e-05,-4.435871693757355e-06,-2.709644713315625e-10,-7.359148710027661e-11,Low contrail climate impact,760.0,Niederstetten Army Air Base,Niederstetten,Germany,\N,49.391945,9.958889,1339.0,1,E,Europe/Berlin,airport,OurAirports
374,ETIC,5069.134580934357,0.0,16059.018352400042,6174173449371.936,22733358307310.895,0.0,0.0,0.0,0.0,Low contrail climate impact,763.0,Grafenwohr Army Air Field,Grafenwoehr,Germany,\N,49.69869995117188,11.940199851989746,1363.0,1,E,Europe/Berlin,airport,OurAirports
375,ETIH,354.0063734562374,0.0,1121.4921911093602,431177495291.33105,1587599145842.5579,0.0,0.0,0.0,0.0,Low contrail climate impact,765.0,Hohenfels Army Air Field,Hohenfels,Germany,\N,49.21810150146485,11.836099624633787,1455.0,1,E,Europe/Berlin,airport,OurAirports
376,ETMN,241131.9180383248,107342098057549.38,763905.916345413,293697131606621.7,1081395296292163.5,0.15350398874360094,0.041690287851955256,5.8631302591928214e-05,1.592372877212596e-05,Low contrail climate impact,767.0,Nordholz Naval Airbase,Nordholz,Germany,FCN,53.7677001953,8.658499717709999,74.0,1,E,Europe/Berlin,airport,OurAirports
377,ETND,57293.98306962673,97720762066068.56,181507.3383645775,69783704383727.7,256944183504938.84,0.5881418940167242,0.15973399167045124,5.3376034881838525e-05,1.44964458372266e-05,Low contrail climate impact,768.0,Diepholz Air Base,Diepholz,Germany,\N,52.585556,8.342222,128.0,1,E,Europe/Berlin,airport,OurAirports
378,ETNG,22591.62822663545,33410353227021.555,71570.2782219811,27516458469971.023,101315830349684.11,0.5099620058541579,0.1385010447717542,1.824906132081082e-05,4.956279154174755e-06,Low contrail climate impact,769.0,Geilenkirchen Air Base,Geilenkirchen,Germany,GKE,50.9608,6.04242,296.0,1,E,Europe/Berlin,airport,OurAirports
379,ETNH,4389.691084016937,-131654596131.05803,13906.541354165656,5346615622283.683,19686283462801.848,-0.010342043318877378,-0.002808804946831469,-7.191102655027044e-08,-1.9530381074448445e-08,Low contrail climate impact,770.0,Hohn Air Base,Hohn,Germany,\N,54.312199,9.53817,39.0,1,E,Europe/Berlin,airport,OurAirports
380,ETNL,2586880.0402092333,1.807311910036242e+16,8195235.967382851,3150803318783870.0,1.160128418631718e+16,2.409134831393423,0.6542991189807136,0.0098717142102551,0.002681067836648828,High contrail climate impact,772.0,Rostock-Laage Airport,Laage,Germany,RLG,53.9182014465,12.2783002853,138.0,1,E,Europe/Berlin,airport,OurAirports
381,ETNS,4518.2480754325525,0.0,14313.809902970326,5503197214359.529,20262818195131.324,0.0,0.0,0.0,0.0,Low contrail climate impact,774.0,Schleswig Air Base,Schleswig,Germany,WBG,54.459301,9.51633,70.0,1,E,Europe/Berlin,airport,OurAirports
382,ETNT,298087.83283632837,287847608697052.1,944342.2544254883,363069071000999.6,1336823357660584.5,0.33298346047336275,0.09043528074219738,0.00015722517587490794,4.270092844784431e-05,Low contrail climate impact,775.0,Wittmundhafen Airport,Wittmundhafen,Germany,\N,53.54779815673828,7.667329788208008,26.0,1,E,Europe/Berlin,airport,OurAirports
383,ETSI,32003.047764601793,0.0,101385.65531825849,38979507182617.65,143522871634742.8,0.0,0.0,0.0,0.0,Low contrail climate impact,786.0,Ingolstadt Manching Airport,Ingolstadt,Germany,IGS,48.7156982421875,11.534000396728516,1202.0,1,E,Europe/Berlin,airport,OurAirports
384,ETSL,25561.355272083514,63407114683145.69,80978.37350196058,31133566988819.527,114634054184774.83,0.8553786392829554,0.23231306225980267,3.463358546872699e-05,9.406166962529261e-06,Low contrail climate impact,787.0,Lechfeld Air Base,Lechfeld,Germany,\N,48.185504,10.8612,1822.0,1,E,Europe/Berlin,airport,OurAirports
